US State,Crop Name,Input N,Output N,Input P,Output P,Input K,Output K
Delaware,Bok Choy,5,48,26,33,45,15
Delaware,Sugarcane,32,40,46,25,15,7
Delaware,Mustard Greens,31,28,10,12,6,14
Delaware,Neem,15,35,43,3,34,4
Delaware,Calendula,22,8,39,50,20,19
Delaware,Goosefoot,50,23,44,7,27,36
Delaware,Potatoes,4,20,1,44,32,32
Delaware,Brazil Nuts,16,29,40,45,33,1
Delaware,Bananas,31,36,19,30,50,48
Delaware,Endive,29,8,27,17,46,48
Delaware,Rambai,12,41,50,25,40,13
Delaware,Blueberries,9,38,13,17,15,13
Delaware,Pitaya,1,32,19,43,33,3
Delaware,Wormwood,35,31,2,8,42,6
Delaware,Lotus Roots,29,3,1,34,13,45
Delaware,Mustard Seeds,9,45,3,8,44,13
Delaware,Tomatillo,20,3,27,43,14,31
Delaware,Hazelnuts,34,24,32,49,18,2
Delaware,Karanda,1,47,28,8,28,27
Delaware,Yarrow,31,26,13,25,31,10
Delaware,Starfruit,50,10,37,1,10,46
Delaware,Kapok,48,1,29,1,15,7
Delaware,Swiss Chard,29,40,4,16,15,38
Delaware,Ginger,9,12,4,31,4,28
Delaware,Cashew Apple,50,46,14,50,0,26
Delaware,Calendula,1,29,38,13,31,13
Delaware,Peanuts,49,5,42,39,6,45
Delaware,Acai Berries,21,36,39,44,11,50
Delaware,Parsnips,2,47,26,45,34,44
Delaware,Rosemary,32,44,19,40,24,34
Delaware,Avocado,22,45,50,32,28,44
Delaware,Black Beans,44,22,49,8,3,0
Delaware,Mahogany,33,11,40,18,43,44
Delaware,Cayenne Pepper,43,42,50,25,11,37
Delaware,Acerola,13,36,23,7,32,9
Delaware,Oats,44,26,24,21,37,35
Delaware,Ginseng,38,41,47,29,21,11
Delaware,Bell Peppers,49,34,19,14,37,37
Delaware,Bamboo,38,38,32,16,26,14
Delaware,Poblano Pepper,27,10,24,22,18,43
Delaware,Avocado,42,10,12,42,20,11
Delaware,Cashews,36,39,41,25,13,43
Delaware,Yams,20,39,45,38,38,30
Delaware,Thyme,3,7,12,12,5,5
Delaware,Bell Pepper (Yellow),29,5,26,19,0,26
Delaware,Cottonseed,27,31,27,24,48,1
Delaware,Black Beans,5,23,47,34,24,49
Delaware,Endive,5,23,18,48,15,38
Delaware,Bell Peppers,32,14,20,34,0,6
Delaware,Blueberries,23,24,23,49,42,25
Delaware,Brazil Nuts,50,10,11,17,29,27
Delaware,Sweet Potatoes,21,7,14,41,43,21
Delaware,Okra,38,28,45,17,23,49
Delaware,Kava,1,3,40,50,9,7
Delaware,Teff,5,48,2,6,6,3
Delaware,Feverfew,25,11,36,49,21,40
Delaware,Caraway,4,29,38,40,5,9
Delaware,Millet Grass,47,15,19,5,20,36
Delaware,Moringa,34,10,1,6,37,36
Delaware,Tobacco,3,49,13,32,1,25
Delaware,Grapes,19,27,1,37,3,32
Delaware,Madder,17,30,0,3,10,40
Delaware,Taro,17,25,1,12,3,1
Delaware,Chili Peppers,43,11,49,43,17,2
Delaware,Dates,26,14,33,50,24,6
Delaware,Indigo,4,38,50,46,33,2
Delaware,Langsat,32,17,8,5,10,31
Delaware,Mung Beans,45,2,25,40,34,44
Delaware,Moringa,35,9,4,50,23,49
Delaware,Soybeans,41,15,6,24,23,23
Delaware,Cardamom,35,1,17,19,23,27
Delaware,Sorrel,49,8,9,30,40,46
Delaware,Soybeans,1,7,5,7,5,9
Delaware,Hazelnuts,44,11,48,34,47,14
Delaware,Guayule,33,18,9,14,40,28
Delaware,Rosemary,38,11,35,33,43,24
Delaware,Orchard Grass,40,12,12,29,27,28
Delaware,Anise,32,33,1,37,50,29
Delaware,Butternut Squash,38,23,29,36,43,22
Delaware,Raspberries,28,11,25,30,31,23
Delaware,Spelt,30,34,42,41,26,2
Delaware,Kapok,19,39,41,1,15,30
Delaware,Spinach,49,28,28,24,25,24
Delaware,Loquat,42,11,28,5,43,47
Delaware,Lupins,7,16,29,2,29,14
Delaware,Currants,2,2,7,46,50,47
Delaware,Maize,8,3,31,25,44,36
Delaware,Tamarinds,0,29,38,1,24,17
Delaware,Sapote,34,42,47,0,31,48
Delaware,Yams,42,26,13,46,35,38
Delaware,Pawpaw,19,25,7,10,12,16
Delaware,Sapote,50,12,39,31,37,20
Delaware,Purslane,27,36,46,37,41,17
Delaware,Watermelons,34,26,4,5,27,47
Delaware,Langsat,4,48,10,32,28,36
Delaware,Sorghum,23,19,26,11,14,23
Delaware,Bahiagrass,34,46,3,19,10,42
Delaware,Sugarcane,40,0,6,33,12,17
Delaware,Blackberries,27,21,44,2,12,34
Delaware,Coriander,48,26,15,37,20,25
Delaware,Turnips,19,2,32,4,10,42
Delaware,Broccoli,35,19,20,26,11,37
Delaware,Thyme,19,39,27,37,35,38
Delaware,Starfruit,33,11,41,48,14,39
Delaware,Jalapeño,25,17,35,8,5,25
Delaware,Bamboo Shoots,16,17,15,6,9,5
Delaware,Pears,34,7,28,27,40,35
Delaware,Madder,44,9,49,16,40,6
Delaware,Yerba Mate,21,50,47,33,18,19
Delaware,Flaxseed,19,47,31,6,14,20
Delaware,Olive Tree,50,0,11,31,7,28
Delaware,Yams,29,7,47,14,39,38
Delaware,Sudan Grass,5,25,43,13,23,21
Delaware,Watercress,32,50,47,0,29,4
Delaware,Rose Apples,19,41,33,39,48,10
Delaware,Pigeon Peas,28,26,23,18,44,17
Delaware,Kenaf,38,36,39,34,35,13
Delaware,Fennel,16,36,24,46,26,41
Delaware,Sapodilla,39,7,37,31,29,31
Delaware,Marigold,33,46,34,7,25,40
Delaware,Coffee,39,32,36,43,32,48
Delaware,Loquat,6,22,34,17,45,31
Delaware,Rambutans,13,24,29,36,26,50
Delaware,Cranberries,6,43,25,44,50,37
Delaware,Celery,29,16,17,23,0,44
Delaware,Marigold,9,47,31,12,29,30
Delaware,Cabbage,27,32,16,48,46,9
Delaware,Date Palm,46,13,17,32,17,18
Delaware,Sugar Beets,10,22,14,4,15,32
Delaware,Sage,26,16,26,34,22,17
Delaware,Langsat,10,40,32,32,8,5
Delaware,Potatoes,10,4,32,48,4,20
Delaware,Turmeric,26,50,30,13,50,5
Delaware,Chili Peppers,12,20,45,25,15,31
Delaware,Pigeon Peas,17,17,0,6,1,21
Delaware,Orchard Grass,27,21,19,3,49,20
Delaware,Almonds,12,18,9,46,20,49
Delaware,Karanda,6,40,29,24,7,34
Delaware,Velvet Beans,38,21,1,10,26,15
Delaware,Camu Camu,45,20,0,40,50,43
Delaware,Tatsoi,13,8,46,25,7,30
Delaware,Wheat,38,10,1,21,18,38
Delaware,Brussels Sprouts,34,30,46,42,49,27
Delaware,Snap Beans,0,50,12,22,47,50
Delaware,Artichokes,14,6,19,17,26,29
Delaware,Mung Beans,37,48,46,14,27,24
Delaware,Jabuticaba,42,30,36,30,11,0
Delaware,Cabbage,28,40,15,49,37,0
Delaware,Dates,10,48,35,15,6,46
Delaware,Butternut Squash,28,11,46,47,7,6
Delaware,Sugar Beets,18,21,44,26,3,37
Delaware,Tomatoes,30,12,6,22,24,8
Delaware,Bahiagrass,35,17,32,16,13,12
Delaware,Hazelnuts,12,13,1,10,46,10
Delaware,Eucalyptus,43,45,3,12,35,43
Delaware,Catnip,31,22,15,50,47,11
Delaware,Plantains,47,40,16,43,4,24
Delaware,Coriander,49,10,49,38,49,22
Delaware,Tabasco,43,34,46,1,12,5
Delaware,Tomatoes,19,36,32,3,0,15
Delaware,Sudan Grass,29,28,3,13,27,43
Delaware,Acai Berries,49,20,21,19,11,45
Delaware,Brussels Sprouts,12,22,29,9,13,14
Delaware,Kapok,13,7,39,41,19,21
Delaware,Bell Pepper (Red),2,46,11,31,48,33
Delaware,Pawpaw,50,12,1,35,29,6
Delaware,Nutmeg,43,3,50,39,18,39
Delaware,Sorghum Grass,23,25,19,21,13,7
Delaware,Velvet Beans,49,29,3,35,25,38
Delaware,Bitter Melon,40,19,19,10,25,35
Delaware,Loquat,7,42,17,46,39,40
Delaware,Chickpeas,22,48,20,21,38,0
Delaware,Madder,34,28,33,48,4,50
Delaware,Cinnamon,5,28,29,0,17,5
Delaware,Longan,19,14,15,12,19,49
Delaware,Guayule,30,24,31,25,21,0
Delaware,Catnip,23,9,11,35,16,34
Delaware,Cassava,42,14,42,45,5,27
Delaware,Salak,7,45,1,13,11,1
Delaware,Cucumbers,6,20,45,5,24,48
Delaware,Timothy Grass,19,22,35,0,34,32
Delaware,Pomegranates,46,49,29,50,6,48
Delaware,Brussels Sprouts,36,23,45,38,40,37
Delaware,Salak,21,16,19,30,7,9
Delaware,Fennel,23,0,45,23,10,43
Delaware,Millet,9,9,36,48,25,22
Delaware,Bitter Melon,22,8,45,30,28,25
Delaware,Cantaloupes,18,28,29,15,3,11
Delaware,St. John's Wort,16,3,39,42,16,6
Delaware,Rhodiola,42,12,30,42,32,3
Delaware,Sudan Grass,6,11,38,30,4,26
Delaware,Chestnuts,38,42,24,29,12,8
Delaware,Limes,23,21,1,10,14,43
Delaware,Cranberries,46,15,4,46,23,15
Delaware,Breadfruit Tree,13,32,9,47,11,18
Delaware,Bitter Melon,9,36,22,3,35,46
Delaware,Cantaloupes,16,10,49,32,49,9
Delaware,Plums,29,44,8,21,47,7
Delaware,Bermuda Grass,43,8,2,35,50,14
Delaware,Blueberries,14,30,1,39,43,25
Delaware,Coriander,47,48,20,35,33,33
Delaware,Strawberries,43,2,22,3,40,5
Delaware,Rosemary,30,19,19,36,14,50
Delaware,Water Chestnuts,45,16,45,42,37,18
Delaware,Clover,4,19,11,6,7,19
Delaware,Coriander,44,41,45,28,38,15
Delaware,Kava,0,1,0,30,29,25
Delaware,Rutabagas,47,24,36,19,49,29
Delaware,Teff,15,25,42,36,27,47
Delaware,Peaches,48,8,35,20,8,4
Delaware,Chicory,26,2,34,41,43,45
Delaware,Tobacco,36,26,33,29,50,15
Delaware,Cherries,34,29,20,16,11,44
Delaware,Fonio,13,23,29,33,28,43
Delaware,Rhodiola,45,42,10,34,10,5
Delaware,Mizuna,47,46,48,21,32,41
Delaware,Licorice,30,11,49,25,4,14
Delaware,Pomegranates,26,45,43,5,50,40
Delaware,Butternut Squash,40,27,25,3,46,45
Delaware,Rubber Tree,3,34,34,37,4,32
Delaware,Fava Beans,45,1,20,15,34,14
Delaware,Yerba Mate,13,6,40,13,18,11
Delaware,Honeydew,34,48,31,41,18,45
Delaware,Leeks,20,8,29,40,36,7
Delaware,Pecans,16,23,28,14,35,3
Delaware,Kale,31,16,7,3,36,36
Delaware,Wormwood,37,36,30,22,18,40
Delaware,Peanuts,36,34,22,50,47,24
Delaware,Rambai,4,9,15,49,14,15
Delaware,Mahogany,29,33,12,10,19,1
Delaware,Parsley,34,6,33,28,44,29
Delaware,Blueberries,19,43,25,32,31,38
Delaware,Cilantro,5,12,40,33,9,28
Delaware,Orchard Grass,1,31,38,46,18,2
Delaware,Rose Apples,4,50,42,30,34,45
Delaware,Acai Berries,38,21,22,3,19,39
Delaware,Purslane,9,20,21,41,44,0
Delaware,Tomatillo,24,17,31,32,13,2
Delaware,Nectarines,34,36,49,22,3,25
Delaware,Cowpeas,30,26,33,13,29,38
Delaware,Coconut Palm,19,30,50,45,15,45
Delaware,St. John's Wort,31,6,19,48,3,5
Delaware,Papayas,41,32,40,34,47,12
Delaware,Saffron,15,22,11,34,12,49
Delaware,Hemp,23,2,42,20,32,17
Delaware,Rubber Tree,25,18,3,22,22,28
Delaware,Kidney Beans,3,36,45,17,41,42
Delaware,Raspberries,14,42,22,21,47,47
Delaware,Tarragon,3,32,12,30,19,19
Delaware,Guavas,23,43,29,46,17,36
Delaware,Pine Nut Tree,2,37,46,48,13,37
Delaware,Fava Beans,39,2,27,33,4,40
Delaware,Parsley,48,1,13,0,40,47
Delaware,Aloe Vera,15,5,24,24,7,38
Delaware,Grapes,25,19,30,34,33,47
Delaware,Langsat,47,11,33,49,45,3
Delaware,Grapefruits,42,0,40,2,31,24
Delaware,Kudzu,18,29,28,35,30,22
Delaware,Lavender,38,11,24,19,15,34
Delaware,Monkey Orange,6,27,19,3,20,49
Delaware,Acorn Squash,31,42,27,10,24,13
Delaware,Olive,30,50,34,27,23,31
Delaware,Salak,39,3,38,44,9,13
Delaware,Sesame,39,33,17,23,4,40
Delaware,Starfruit,17,21,41,14,50,8
Delaware,Echinacea,6,19,2,15,44,39
Delaware,Karanda,29,36,11,42,4,36
Delaware,Bananas,40,45,13,1,34,49
Delaware,Cloves,31,3,1,32,41,43
Delaware,Guayule,20,15,32,1,7,6
Delaware,Mulberry Tree,0,27,35,38,17,24
Delaware,Snap Beans,49,1,44,4,42,26
Delaware,Almonds,6,29,34,36,15,11
Delaware,Napa Cabbage,43,18,11,1,26,49
Delaware,Arrowroot,14,41,45,2,49,3
Delaware,Fenugreek,38,2,21,24,10,46
Delaware,Anaheim Pepper,30,11,36,10,6,16
Delaware,Chinese Broccoli,24,2,25,43,30,24
Delaware,Cocoa,11,34,33,19,50,43
Delaware,Oil Palm,11,2,13,41,45,6
Delaware,Tea,14,1,34,22,43,8
Delaware,Tamarinds,11,37,21,11,23,34
Delaware,Breadfruit Tree,46,36,37,2,24,33
Delaware,Lima Beans,3,12,18,34,45,18
Delaware,Barley,22,23,20,8,5,3
Delaware,Habanero,14,38,40,13,50,43
Delaware,Radicchio,13,50,17,21,43,29
Delaware,Anaheim Pepper,46,28,17,35,1,48
Delaware,Pistachios,39,23,30,4,13,29
Delaware,Watercress,48,17,24,16,36,46
Delaware,Tobacco,40,31,40,27,10,40
Delaware,Fava Beans,3,27,0,38,2,31
Delaware,Limes,4,6,1,31,35,37
Delaware,Ghost Pepper,28,30,9,42,0,27
Delaware,Nutmeg,9,41,48,26,38,30
Delaware,Rice,32,38,18,6,21,49
Delaware,Raspberries,28,7,3,27,16,17
Delaware,Oil Palm,0,46,9,38,28,19
Delaware,Napa Cabbage,21,30,36,34,8,35
Delaware,Marigold,23,17,3,18,28,38
Delaware,Fava Beans,26,27,39,5,27,14
Delaware,Persimmons,15,47,35,34,9,5
Delaware,Hibiscus,39,19,32,34,22,23
Delaware,Saffron,41,7,14,23,20,33
Delaware,Basil,5,3,12,37,25,23
Delaware,Mulberry Tree,9,37,36,50,2,6
Delaware,Triticale,7,43,46,26,11,31
Delaware,Swiss Chard,20,12,44,42,8,34
Delaware,Apricots,47,20,29,12,40,3
Delaware,Karanda,23,45,12,44,14,29
Delaware,Tarragon,49,16,45,27,11,28
Delaware,Plantains,18,21,28,41,49,7
Delaware,Oil Palm,27,40,11,34,13,22
Delaware,Scotch Bonnet,14,36,33,39,28,0
Delaware,Coconut Palm,1,27,16,47,45,25
Delaware,Camu Camu,8,14,23,38,43,44
Delaware,Gooseberries,25,4,15,43,36,40
Delaware,Madder,45,15,2,36,26,34
Delaware,Passionfruit,18,15,35,27,12,33
Delaware,Calendula,33,50,2,30,37,36
Delaware,Mahogany,8,17,26,33,20,19
Delaware,Rice,29,15,19,48,25,42
Delaware,Melons,24,47,24,37,10,0
Delaware,Cumin,43,0,12,17,6,26
Delaware,Jabuticaba,35,8,9,24,24,36
Delaware,Cantaloupes,42,35,2,40,40,21
Delaware,Plantains,43,10,40,18,13,34
Delaware,Pears,7,49,37,36,25,13
Delaware,Bell Pepper (Green),50,30,7,48,8,39
Delaware,Kiwifruit,43,11,46,12,49,6
Delaware,Broccoli,45,13,38,22,6,41
Delaware,Loquat,15,48,36,21,9,44
Delaware,Flaxseed,4,40,20,2,35,38
Delaware,Bitter Melon,36,11,37,50,27,45
Delaware,Calendula,12,4,1,2,8,45
Delaware,Caimito,49,26,0,17,20,24
Delaware,Sugarcane,5,48,36,38,20,3
Delaware,Fig Tree,14,4,3,41,35,46
Delaware,Arnica,21,13,31,21,29,23
Delaware,Tatsoi,50,41,1,23,16,39
Delaware,Cocoa,24,29,13,40,5,19
Delaware,Mustard Greens,40,24,25,50,7,12
Delaware,Fava Beans,37,47,18,10,18,17
Delaware,Ryegrass,8,21,15,50,27,29
Delaware,Lettuce,7,29,14,14,15,25
Delaware,Bay Leaves,46,11,22,25,47,25
Delaware,Persimmons,32,2,16,34,45,49
Delaware,Oil Palm,28,37,39,23,6,2
Delaware,Brazil Nuts,49,21,32,27,29,25
Delaware,Quinoa,48,12,30,48,13,42
Delaware,Hazelnuts,33,14,5,42,32,24
Delaware,Tangerines,47,29,17,46,44,38
Delaware,Feverfew,14,24,18,18,13,36
Delaware,Camelina,11,16,44,11,48,12
Delaware,Lemons,39,7,47,19,2,27
Delaware,Sage,39,3,34,36,39,30
Delaware,Wormwood,40,35,3,27,39,14
Delaware,Peanuts,34,36,17,43,40,27
Delaware,Rye,50,36,7,8,35,17
Delaware,Mulberry Tree,18,24,27,32,23,21
Delaware,Turnips,46,41,5,36,22,8
Delaware,Caraway,6,25,14,43,1,8
Delaware,Millet,47,9,50,26,30,29
Delaware,Baobab Fruit,47,13,22,32,15,19
Delaware,Cabbage,41,41,14,18,35,28
Delaware,Flaxseed,16,49,37,32,39,36
Delaware,Dragonfruit,29,19,6,4,0,41
Delaware,Beets,1,8,27,10,27,16
Delaware,Pecans,34,32,16,36,17,27
Delaware,Ginseng,11,17,29,30,9,31
Delaware,Melons,8,2,27,17,6,14
Delaware,Radishes,21,6,32,9,49,3
Delaware,Juniper Berries,26,7,12,18,20,7
Delaware,Sage,39,24,6,3,42,49
Delaware,Anise,48,30,7,38,18,10
Delaware,Woad,2,40,36,17,21,50
Delaware,Noni Fruit,9,11,4,22,47,33
Delaware,Ryegrass,0,8,37,43,14,46
Delaware,Hibiscus,42,35,12,2,5,7
Delaware,Bell Pepper (Red),37,47,45,23,16,0
Delaware,Sweet Potatoes,13,11,39,45,7,6
Delaware,Rutabagas,11,32,43,11,16,47
Delaware,Rice,45,33,42,39,42,45
Delaware,Amaranth,34,33,37,25,8,1
Delaware,Chestnuts,4,38,11,19,4,10
Delaware,Serrano,28,49,28,40,47,22
Delaware,Chia,5,14,47,15,20,3
Delaware,Tamarinds,5,17,50,35,3,10
Delaware,Pistachios,24,7,26,13,28,32
Delaware,Tabasco,18,9,31,41,50,49
Delaware,Chicory,2,23,5,11,37,6
Delaware,Coconuts,37,29,47,2,32,7
Delaware,Grapes,8,45,47,27,32,25
Delaware,Bell Pepper (Green),34,37,15,24,12,25
Delaware,Lettuce,48,2,50,40,26,3
Delaware,Arnica,31,21,19,18,15,18
Delaware,Monkey Orange,30,24,6,28,27,20
Delaware,Yarrow,33,42,30,20,43,31
Delaware,Blackberries,6,4,18,9,32,6
Delaware,Goosefoot,43,23,49,5,7,10
Delaware,Saffron,44,23,13,16,33,42
Delaware,Kenaf,17,10,1,48,9,17
Delaware,Red Banana,32,7,2,28,40,48
Delaware,Bermuda Grass,29,33,41,20,5,36
Delaware,Bahiagrass,44,0,10,31,16,9
Delaware,Apples,29,25,31,33,20,25
Delaware,Alfalfa,30,15,13,44,33,33
Delaware,Sesame,37,20,3,11,50,50
Delaware,Lupins,32,41,43,18,16,22
Delaware,Lychees,35,32,17,29,25,2
Delaware,Chicory,41,18,13,28,7,33
Delaware,Watermelons,16,26,14,29,44,2
Delaware,Baobab Fruit,26,18,12,18,28,1
Delaware,Barley,3,29,13,48,35,25
Delaware,Bell Pepper (Yellow),26,37,40,28,36,33
Delaware,Jicama,50,33,35,16,17,15
Delaware,Pears,12,41,6,40,11,44
Delaware,Bamboo Shoots,24,12,39,11,38,42
Delaware,Mizuna,44,38,13,6,38,37
Delaware,Asparagus,18,20,32,14,32,0
Delaware,Cantaloupes,25,25,31,21,43,10
Delaware,Papayas,40,50,25,10,6,10
Delaware,Endive,40,38,39,2,18,20
Delaware,Tobacco,41,41,33,18,9,42
Delaware,Red Banana,46,0,48,48,25,42
Delaware,Lima Beans,18,27,44,38,1,46
Delaware,Fennel Seeds,40,32,5,45,0,21
Delaware,Ghost Pepper,4,18,15,3,49,7
Delaware,Olive Tree,10,1,22,12,11,2
Delaware,Longan,3,0,1,34,29,44
Delaware,Bermuda Grass,6,9,24,37,29,11
Delaware,Winged Beans,18,43,36,18,22,40
Delaware,Flaxseed,12,31,3,17,30,29
Delaware,Cardamom,37,28,10,28,34,10
Delaware,Bahiagrass,49,22,14,10,3,44
Delaware,Kudzu,8,2,31,46,24,36
Delaware,Grapes,46,33,34,37,13,25
Delaware,Black Beans,36,7,0,7,38,34
Delaware,Strawberries,1,0,28,44,9,0
Delaware,Tobacco Plant,4,37,33,30,38,0
Delaware,Maize,18,10,43,35,5,47
Delaware,Bananas,2,42,13,42,19,13
Delaware,Radicchio,37,41,19,45,35,19
Delaware,Pecans,32,23,6,20,16,17
Delaware,Madder,7,12,32,44,10,9
Delaware,Sugarcane,20,24,20,33,41,4
Delaware,Cassava,40,47,14,22,44,2
Delaware,Sweet Potatoes,39,2,25,25,4,12
Delaware,Onions,20,10,17,28,42,34
Delaware,Breadfruit,12,17,12,36,9,19
Delaware,Spinach,27,48,12,10,41,8
Delaware,Cauliflower,5,19,26,30,41,10
Delaware,Fennel Seeds,49,36,8,14,34,29
Delaware,Cauliflower,22,20,25,16,36,48
Delaware,Cashew Apple,22,2,32,17,20,15
Delaware,Chicory,22,2,35,3,32,7
Delaware,Kale,9,9,5,46,24,8
Delaware,Sudan Grass,7,12,3,37,19,26
Delaware,Onions,37,49,42,42,29,4
Delaware,Hops,50,45,6,47,14,45
Delaware,Black Pepper,15,27,3,43,33,18
Delaware,Breadfruit Tree,47,27,22,25,42,41
Delaware,Cashew Apple,44,46,28,49,9,45
Delaware,Apricots,18,42,40,50,30,2
Delaware,Caraway,4,38,25,14,30,28
Delaware,Tea,15,45,8,33,41,14
Delaware,Agave,17,5,12,42,3,34
Delaware,Papayas,35,47,3,24,46,33
Delaware,Indigo,38,38,28,2,3,4
Delaware,Rose Apples,16,1,10,36,0,19
Delaware,Mangosteens,11,48,46,23,37,33
Delaware,Sugarcane,4,6,1,43,45,29
Delaware,Sugar Beets,36,42,0,39,49,42
Delaware,Rambutans,21,3,46,41,7,17
Delaware,Hazelnuts,38,14,27,36,31,0
Delaware,Jalapeño,28,35,28,2,18,21
Delaware,Oil Palm,39,10,20,32,44,12
Delaware,Sorghum Grass,29,10,23,2,49,23
Delaware,Guar,33,42,32,38,33,43
Delaware,Papayas,44,1,18,26,17,24
Delaware,Chili Peppers,40,17,19,41,2,29
Delaware,Yams,8,44,15,2,50,9
Delaware,Rye,18,49,21,24,50,11
Delaware,Bell Pepper (Green),1,39,36,27,5,28
Delaware,Peaches,43,18,10,10,7,16
Delaware,Serrano,8,18,31,16,46,35
Delaware,Fig Tree,34,3,35,31,25,35
Delaware,Guavas,38,29,27,24,25,16
Delaware,Anise,26,32,37,19,19,25
Delaware,Bell Peppers,38,50,11,37,48,16
Delaware,Honeydew,47,32,0,29,3,18
Delaware,Aloe Vera,29,25,25,21,45,30
Delaware,Yerba Mate,49,33,6,11,41,27
Delaware,Gooseberries,11,37,2,30,34,33
Delaware,Figs,2,36,22,5,16,42
Delaware,Taro,43,41,31,22,43,45
Delaware,Fonio,19,33,49,42,34,40
Delaware,Zucchini,25,35,42,32,0,39
Delaware,Teak,5,3,23,15,48,6
Delaware,Fava Beans,46,45,40,34,33,9
Delaware,Chamomile,25,8,36,39,13,32
Delaware,Calendula,18,44,14,1,8,34
Delaware,Saffron,14,47,21,41,3,32
Delaware,Bell Pepper (Red),5,48,0,30,25,24
Delaware,Mizuna,19,32,36,1,36,31
Delaware,Pumpkins,28,30,15,36,47,40
Delaware,Juniper Berries,49,44,9,3,3,11
Delaware,Pigeon Peas,19,10,34,15,10,25
Delaware,Rambutans,42,18,49,50,31,8
Delaware,Breadfruit Tree,27,2,5,37,36,30
Delaware,Sorghum Grass,40,45,29,23,30,25
Delaware,Ghost Pepper,37,31,17,14,45,6
Delaware,Kiwifruit,29,8,5,24,33,32
Delaware,Triticale,7,25,14,29,17,39
Delaware,Oregano,32,26,11,1,38,10
Delaware,Tea,44,8,42,46,22,0
Delaware,Ginseng,37,47,21,35,27,3
Delaware,Sugar Beets,15,14,44,40,34,30
Delaware,Oats,9,49,2,30,29,5
Delaware,Rambai,25,32,50,28,46,33
Delaware,Lychees,25,8,8,48,37,40
Delaware,Scotch Bonnet,10,17,26,24,48,13
Delaware,Serrano,46,29,37,7,20,7
Delaware,Gooseberries,48,29,23,32,10,45
Delaware,Millet Grass,33,11,21,31,6,16
Delaware,Olive Tree,39,41,10,40,11,30
Delaware,Guayusa,0,16,31,23,36,9
Delaware,Madder,7,37,48,49,49,50
Delaware,Leeks,19,26,22,42,8,32
Delaware,Coriander,40,0,20,47,48,1
Delaware,Cilantro,1,6,10,44,6,12
Delaware,Sudan Grass,13,2,47,21,43,46
Delaware,Bamboo,43,20,24,17,7,1
Delaware,Figs,34,34,35,6,36,14
Delaware,St. John's Wort,42,46,3,26,38,15
Delaware,Baobab Fruit,31,47,15,16,1,27
Delaware,Ryegrass,45,21,2,41,23,3
Delaware,Eucalyptus,13,37,12,8,27,32
Delaware,Velvet Beans,13,24,37,3,26,43
Delaware,Hibiscus,4,46,9,31,24,37
Delaware,Cardamom,32,39,10,11,11,8
Delaware,Habanero,25,23,35,19,12,49
Delaware,Acorn Squash,49,25,5,33,46,16
Delaware,Amaranth,19,45,9,1,36,42
Delaware,Potatoes,21,20,47,45,22,28
Delaware,Pears,45,4,45,38,3,44
Delaware,Cabbage,3,39,1,39,49,5
Delaware,Noni Fruit,2,1,43,9,26,1
Delaware,Maca,49,18,41,41,29,48
Delaware,Scotch Bonnet,13,39,19,9,23,30
Delaware,Cork Oak,35,40,21,11,10,12
Delaware,Bell Pepper (Green),22,44,16,25,6,11
Delaware,Collard Greens,27,47,4,10,5,20
Delaware,Goosefoot,26,1,29,2,50,18
Delaware,Sorrel,0,46,41,9,34,25
Delaware,Cowpeas,30,36,9,2,24,29
Delaware,Oats,12,24,27,13,20,19
Delaware,Cranberries,33,0,4,9,8,40
Delaware,Mizuna,0,45,5,25,45,26
Delaware,Rubber Tree,0,23,15,11,7,9
Delaware,Barley,15,6,20,14,23,38
Delaware,Lemons,1,46,47,27,40,1
Delaware,Bell Pepper (Yellow),44,29,38,16,38,50
Delaware,Spinach,30,8,33,31,14,43
Delaware,Mulberry Tree,38,43,14,47,20,17
Delaware,Peas,40,25,40,31,36,16
Delaware,Arnica,40,12,11,48,34,3
Delaware,Flaxseed,22,14,22,41,16,46
Delaware,Avocado,27,33,30,35,46,48
Delaware,Bamboo,40,13,32,21,41,30
Delaware,Potatoes,11,26,17,45,32,31
Delaware,Walnuts,15,37,20,2,25,48
Delaware,Basil,5,23,37,25,26,36
Delaware,Yerba Mate,32,43,31,26,35,26
Delaware,Beets,28,31,42,0,1,27
Delaware,Cassava,28,30,43,47,10,32
Delaware,Figs,36,10,0,42,17,25
Delaware,Guar,17,24,40,17,46,8
Delaware,Fonio,8,46,17,0,32,45
Delaware,Tarragon,43,16,20,48,21,31
Delaware,Nutmeg,18,48,33,24,5,16
Delaware,Moringa,8,27,3,45,3,22
Delaware,Cranberries,45,30,16,43,47,2
Delaware,Cilantro,0,9,38,18,13,4
Delaware,Karanda,29,1,29,41,32,47
Delaware,Sweet Potatoes,34,0,6,13,38,41
Delaware,Sorrel,26,45,16,30,29,10
Delaware,Rambai,45,33,7,30,25,35
Delaware,Elderberries,3,47,32,46,21,27
Delaware,Plums,21,49,40,14,44,35
Delaware,Butternut Squash,42,26,36,23,48,17
Delaware,Cabbage,48,32,11,37,34,12
Delaware,Macadamia Nuts,42,18,34,46,28,38
Delaware,Chives,18,17,50,13,20,40
Delaware,Langsat,37,9,47,22,44,32
Delaware,Lima Beans,46,26,45,38,17,1
Delaware,Arugula,6,4,31,49,2,39
Delaware,St. John's Wort,3,12,30,30,22,42
Delaware,Cashews,14,37,30,6,28,30
