US State,Crop Name,Input N,Output N,Input P,Output P,Input K,Output K
Illinois,"Butterfly Weed",27,13,2,0,16,35
Illinois,"Bittersweet",38,36,22,9,15,14
Illinois,"Brittlebush",49,40,8,43,34,0
Illinois,"Chickpeas",18,25,42,4,11,40
Illinois,"Jackfruit",5,33,15,29,50,19
Illinois,"Passionfruit",44,4,45,17,0,45
Illinois,"Sorghum",19,38,36,46,36,10
Illinois,"Mint",22,24,32,10,27,26
Illinois,"Velvet Beans",9,19,38,32,37,37
Illinois,"Kapok",34,35,25,14,12,18
Illinois,"Celery",38,8,19,18,10,17
Illinois,"Fenugreek",28,9,41,42,16,42
Illinois,"Butterfly Flower",26,44,31,13,18,10
Illinois,"Elegant Lupine",5,10,3,44,48,17
Illinois,"Scotch Bonnet",5,43,35,45,19,3
Illinois,"Blueberry",4,9,14,22,29,29
Illinois,"Fennel Seeds",5,21,20,37,38,28
Illinois,"Redweed",22,1,30,37,5,34
Illinois,"Extinguisher Moss",17,9,42,28,43,10
Illinois,"Alfalfa",32,48,43,20,2,31
Illinois,"African Rice",7,33,5,34,14,38
Illinois,"Monkey Orange",43,20,8,6,1,5
Illinois,"Endive",45,18,7,8,23,50
Illinois,"Grapefruits",48,6,10,24,37,14
Illinois,"Watercress",17,36,13,18,41,41
Illinois,"Oregano",16,21,0,15,46,14
Illinois,"Tea",40,7,16,26,31,20
Illinois,"Yarrow",8,32,30,23,0,8
Illinois,"Rantipole",1,33,10,7,18,10
Illinois,"Pigeon Peas",3,3,35,31,41,1
Illinois,"Turnips",4,28,27,20,26,0
Illinois,"Dates",22,28,25,24,34,40
Illinois,"Cauliflower",1,27,49,13,18,21
Illinois,"Loofah",48,17,25,25,24,22
Illinois,"Coconut Palm",7,43,42,40,22,15
Illinois,"Shallots",31,21,48,0,14,25
Illinois,"Brown-eyed Susan",37,36,43,40,27,30
Illinois,"Acai Berries",37,37,7,5,19,17
Illinois,"Mesta Rapeseed",7,30,47,49,27,29
Illinois,"Lemons",23,47,45,26,47,19
Illinois,"Triticale",45,46,15,10,11,47
Illinois,"Olive",19,29,18,15,10,31
Illinois,"Bittercress",21,44,30,20,28,35
Illinois,"Amy Root",15,28,47,0,6,46
Illinois,"Flaxseed",20,20,16,39,17,35
Illinois,"Chives",33,37,2,14,9,29
Illinois,"Horseradish",43,26,3,29,31,15
Illinois,"Almond",30,9,43,44,14,36
Illinois,"Raspberries",28,41,46,12,4,21
Illinois,"Dwarf Wild Rose",42,35,41,38,14,27
Illinois,"Jicama",1,37,3,36,18,45
Illinois,"Gherkin",40,28,43,15,35,7
Illinois,"Deadnettle",26,36,13,0,50,47
Illinois,"Rutabagas",11,16,36,7,29,6
Illinois,"Sunhemp",26,40,17,8,31,31
Illinois,"Multiflora Rose",27,46,15,28,12,13
Illinois,"Fonio",9,13,6,50,16,43
Illinois,"Pine Nut Tree",10,1,15,9,15,49
Illinois,"Honeydew",35,20,40,44,19,10
Illinois,"Great Ragweed",0,18,40,37,47,12
Illinois,"Moringa",41,24,1,26,35,31
Illinois,"Guayule",35,34,0,13,28,4
Illinois,"Cranberries",31,14,20,44,16,44
Illinois,"Blackberry",11,10,46,11,28,17
Illinois,"Brown Betty",37,44,45,0,15,18
Illinois,"Dandelion Greens",48,27,15,7,49,6
Illinois,"Melons",27,17,7,47,29,40
Illinois,"Bluebell",7,27,41,4,2,13
Illinois,"Rheumatism Root",32,7,43,36,41,44
Illinois,"Mesquite",49,17,49,42,0,26
Illinois,"Eytelia",15,50,10,28,49,46
Illinois,"Asparagus",46,6,48,27,30,37
Illinois,"Black Beans",6,41,28,25,32,10
Illinois,"Silver Ragwort",31,24,2,36,42,49
Illinois,"Tamarinds",46,34,17,46,29,14
Illinois,"Arrowwood",46,19,8,48,42,23
Illinois,"Breadfruit Tree",41,43,8,37,46,3
Illinois,"Okra",31,20,13,7,25,21
Illinois,"Papayas",4,34,33,19,36,11
Illinois,"Sapodilla",13,45,4,9,50,22
Illinois,"Karanda",44,35,41,0,40,7
Illinois,"Western Redbud",34,50,17,50,31,6
Illinois,"Black-eyed Susan",27,7,16,48,24,44
Illinois,"Nutmeg",39,33,26,6,29,31
Illinois,"Bananas",7,43,9,27,26,13
Illinois,"Guar",37,26,39,15,16,41
Illinois,"Noni Fruit",35,13,11,9,14,10
Illinois,"Devil's Bite",47,5,14,7,21,17
Illinois,"Pistachios",34,39,33,12,11,43
Illinois,"Elderberry",27,14,24,5,41,48
Illinois,"Tatsoi",4,29,12,1,50,8
Illinois,"Ginger",28,16,37,8,0,4
Illinois,"Pomegranates",19,20,41,18,43,43
Illinois,"Low Rose",47,27,8,28,16,5
Illinois,"Broccoli",8,8,24,9,18,1
Illinois,"Potatoes",3,5,37,46,8,32
Illinois,"Caper",21,20,42,14,26,40
Illinois,"Elephant Apple",36,0,20,19,4,26
Illinois,"Jatropha",43,15,46,20,34,25
Illinois,"Salak",33,35,46,6,43,29
Illinois,"Blackhaw",10,37,40,47,33,45
Illinois,"Arugula",2,17,17,24,4,37
Illinois,"Tarragon",19,47,37,44,33,11
Illinois,"Black Pepper",5,8,9,1,46,2
Illinois,"Ambrosia",5,27,8,13,2,11
Illinois,"Date Palm",45,36,25,26,6,22
Illinois,"Water Chestnuts",22,47,10,12,39,49
Illinois,"Peas",24,6,36,32,46,15
Illinois,"Bok Choy",9,16,3,47,48,35
Illinois,"Chigger Flower",32,45,14,16,21,3
Illinois,"Dandelion",50,8,0,27,0,15
Illinois,"Arrowroot",40,2,12,14,32,32
Illinois,"Chinese Broccoli",28,31,47,4,46,0
Illinois,"Longan",15,16,6,1,5,0
Illinois,"Para Grass",48,4,31,14,20,33
Illinois,"Cocoa",39,39,5,9,4,44
Illinois,"Bell Pepper (Red)",39,13,40,40,34,10
Illinois,"Cress",4,18,0,48,10,41
Illinois,"Olive Tree",43,1,45,23,8,1
Illinois,"Snake Gourd",8,18,25,26,41,47
Illinois,"Echinacea",1,46,2,11,8,8
Illinois,"Maca",14,32,9,19,35,8
Illinois,"Mustard Greens",10,16,44,9,45,7
Illinois,"Birch",13,40,31,31,44,5
Illinois,"Maize",49,39,46,41,14,50
Illinois,"Millet Grass",33,35,18,16,41,44
Illinois,"Lupins",34,41,6,37,26,7
Illinois,"Chrysanthemum",25,8,6,15,43,27
Illinois,"Chamomile",46,32,34,5,29,44
Illinois,"Desert Rose",14,31,29,10,45,29
Illinois,"Marsh Ragwort",47,35,30,33,16,31
Illinois,"Alder",24,17,7,35,22,13
Illinois,"Hazelnuts",13,49,44,27,12,25
Illinois,"Carrots",36,32,16,4,30,20
Illinois,"Sweet Potatoes",21,7,15,34,3,36
Illinois,"Arizona Sycamore",46,47,18,11,37,27
Illinois,"Indian Fig",22,34,23,29,1,37
Illinois,"Green Beans",28,49,26,29,16,41
Illinois,"Tobacco",34,34,12,20,49,39
Illinois,"Bermuda Grass",36,27,6,16,5,2
Illinois,"Evergreen Huckleberry",47,21,2,34,7,34
Illinois,"Rice",45,31,33,28,6,28
Illinois,"Anaheim Pepper",22,22,3,38,28,8
Illinois,"Kudzu",39,38,40,29,22,35
Illinois,"Husk Tomato",30,36,15,14,2,15
Illinois,"Elderberries",14,20,37,48,27,2
Illinois,"Chard",19,33,29,46,38,4
Illinois,"Mangos",12,41,39,1,14,11
Illinois,"Cottonseed",21,50,13,43,6,35
Illinois,"Kenaf",22,21,48,38,49,25
Illinois,"Raspberry",36,14,15,27,27,43
Illinois,"Cherries",12,6,43,10,5,30
Illinois,"Bean",20,19,30,2,33,3
Illinois,"Indigo",0,21,48,21,14,5
Illinois,"Purslane",32,17,20,24,33,39
Illinois,"Radishes",25,45,44,19,13,1
Illinois,"Fava Beans",27,16,38,2,13,34
Illinois,"Arnica",47,6,36,39,32,19
Illinois,"Currants",29,26,0,15,29,1
Illinois,"Kidney Beans",7,47,30,8,31,22
Illinois,"Rose",31,8,39,17,46,43
Illinois,"Timothy Grass",7,30,37,10,37,36
Illinois,"Jabuticaba",44,6,15,8,1,8
Illinois,"Dill",29,3,20,4,48,10
Illinois,"Lentils",27,12,49,5,24,29
Illinois,"Yellow Rocket",8,36,5,9,37,9
Illinois,"Turmeric",4,35,37,34,35,30
Illinois,"Rocketcress",44,31,10,13,49,30
Illinois,"Napier Grass",49,47,6,36,27,38
Illinois,"Duck Retten",30,40,30,14,40,32
Illinois,"Thyme",39,41,2,16,43,5
Illinois,"Lima Beans",44,0,10,5,28,25
Illinois,"Boxelder",43,14,16,49,34,24
Illinois,"Blackberries",4,13,47,12,32,8
Illinois,"Ginseng",6,33,7,9,31,24
Indiana,"Box",49,48,25,36,9,25
Indiana,"Sunhemp",3,3,14,23,15,25
Indiana,"Sapodilla",5,47,42,40,9,37
Indiana,"Almonds",37,19,23,33,14,47
Indiana,"Nectarines",14,44,26,14,44,4
Indiana,"Maca",21,22,32,50,35,35
Indiana,"Kidney Beans",50,23,19,18,27,22
Indiana,"Catnip",31,1,0,48,49,32
Indiana,"Carrots",27,12,40,24,15,47
Indiana,"Brier",30,33,34,36,3,47
Indiana,"Avocado",28,33,34,10,37,31
Indiana,"Endive",21,43,46,37,2,8
Indiana,"Shallots",46,50,10,11,6,7
Indiana,"Apricot",15,49,10,17,7,1
Indiana,"Sweet Clover",46,37,38,8,42,37
Indiana,"Easter Orchid",6,6,45,9,34,10
Indiana,"Cranberries",50,43,45,36,42,31
Indiana,"Eastern Redbud",31,47,46,5,40,22
Indiana,"Goosefoot",30,16,34,50,7,36
Indiana,"Napier Grass",21,9,29,16,19,3
Indiana,"Sunflowers",44,7,10,11,20,38
Indiana,"Agave",28,42,13,17,17,20
Indiana,"Cucumbers",10,0,3,20,14,45
Indiana,"Spinach",20,43,36,50,2,23
Indiana,"Pawpaw",27,15,26,48,23,2
Indiana,"Musk Cucumber",30,42,8,7,34,48
Indiana,"Flax",15,19,45,6,46,9
Indiana,"Radishes",49,29,21,10,43,42
Indiana,"Rantipole",42,40,4,34,2,5
Indiana,"Caper",30,27,20,26,7,47
Indiana,"Hoary Ragwort",13,21,1,20,39,39
Indiana,"Maple Syrup Tree",2,31,48,11,5,44
Indiana,"Bear Corn",2,10,22,44,30,19
Indiana,"Redbrush",16,38,36,47,49,34
Indiana,"Raspberries",0,31,41,5,16,43
Indiana,"Anise",26,38,24,13,31,39
Indiana,"Rapeseed",20,40,11,44,5,12
Indiana,"Rambai",11,44,2,13,14,39
Indiana,"Loofah",15,1,4,19,32,28
Indiana,"Chia",9,45,14,39,41,47
Indiana,"Valerian",40,20,36,48,31,46
Indiana,"Macadamia Nuts",7,3,29,39,31,25
Indiana,"Red Banana",43,46,28,31,11,34
Indiana,"Husk Tomato",11,39,35,22,48,35
Indiana,"Water Chestnuts",2,31,19,34,6,6
Indiana,"Maize",8,14,4,15,21,6
Indiana,"Wax Gourd",8,30,14,29,26,28
Indiana,"Bluebell",7,50,35,8,47,23
Indiana,"Madder",11,27,15,6,35,49
Indiana,"Limes",9,33,40,19,36,21
Indiana,"Saffron",30,39,24,14,14,50
Indiana,"Neem",12,0,19,13,18,17
Indiana,"Lamb's Quarters",43,15,14,20,22,0
Indiana,"Moringa",6,30,4,0,19,21
Indiana,"Sainfoin",25,10,44,48,38,32
Indiana,"Extinguisher Moss",30,4,39,18,28,39
Indiana,"Honeydew",43,30,37,20,8,32
Indiana,"Ash",22,40,30,17,49,21
Indiana,"Bay",42,11,2,21,16,13
Indiana,"Yellow Rocket",12,31,41,15,23,43
Indiana,"Mangosteens",34,33,5,6,27,25
Indiana,"Brown Betty",48,6,50,27,1,39
Indiana,"Hazelnuts",46,33,41,18,11,13
Indiana,"Papayas",4,26,25,19,17,21
Indiana,"Persimmons",7,29,33,11,13,22
Indiana,"Blue-of-the-heavens",50,0,45,24,25,24
Indiana,"Ryegrass",29,26,7,6,36,50
Indiana,"Feverfew",3,0,4,18,4,46
Indiana,"Thyme",4,23,23,27,27,16
Indiana,"Blueberry",5,41,49,32,5,1
Indiana,"Lupins",43,35,40,1,0,2
Indiana,"Tabasco",25,3,4,26,50,30
Indiana,"Lamb's Lettuce",23,6,49,16,44,32
Indiana,"Rambutans",40,31,0,19,8,3
Indiana,"Pistachios",33,16,33,0,23,22
Indiana,"Durian",9,24,31,4,14,3
Indiana,"Barley",12,34,21,41,1,31
Indiana,"Pine Nut Tree",21,33,45,28,7,3
Indiana,"Cabbage",19,24,46,11,24,45
Indiana,"Pigeon Peas",9,10,8,20,3,13
Indiana,"Echinacea",2,43,7,8,33,14
Indiana,"Kapok",36,6,10,45,37,17
Indiana,"Guayule",24,9,47,2,45,20
Indiana,"Oxford Ragwort",5,38,25,4,8,40
Indiana,"White Sweetclover",46,23,34,45,13,9
Indiana,"Lima Beans",10,37,46,36,35,4
Indiana,"Broadleaf",41,49,8,20,8,27
Indiana,"Watermelons",6,49,50,10,39,22
Indiana,"Butterfly Weed",21,30,32,17,48,40
Indiana,"Redbud",28,44,20,49,29,50
Indiana,"Angel Trumpet",24,33,22,25,16,30
Indiana,"Taro",32,42,9,24,19,14
Indiana,"Plums",12,49,12,39,9,40
Indiana,"Fava Beans",2,30,8,31,7,6
Indiana,"Sweet Potatoes",15,4,23,39,8,8
Indiana,"Strawberries",36,16,50,10,28,31
Indiana,"Cocoa",39,25,20,23,31,5
Indiana,"Elegant Lupine",45,42,24,9,27,34
Indiana,"Sesame",40,39,27,28,1,44
Indiana,"Arnica",12,9,11,0,24,23
Indiana,"Potatoes",30,7,1,1,12,22
Indiana,"Dewberry",17,45,37,32,43,13
Indiana,"Deadnettle",41,34,28,29,20,25
Indiana,"Buffalo Weed",11,35,50,48,8,22
Indiana,"Fennel",11,42,40,45,22,48
Indiana,"Boxwood",12,13,0,24,40,27
Indiana,"Black-eyed Susan",10,25,19,15,29,2
Indiana,"Chestnuts",27,31,32,13,17,10
Indiana,"Henna",14,33,42,43,22,38
Indiana,"Sorghum Grass",15,19,49,44,20,43
Indiana,"Jackfruit",18,49,27,38,27,5
Indiana,"Low Rose",43,0,17,13,18,29
Indiana,"Bitterweed",17,27,37,15,20,26
Indiana,"Camelina",14,39,13,25,1,47
Indiana,"Okra",25,40,43,50,31,42
Indiana,"Rocketcress",19,21,25,49,12,24
Indiana,"Cantaloupes",47,1,42,45,25,6
Indiana,"Fellenwort",35,40,18,14,45,40
Indiana,"Bahiagrass",7,12,50,11,35,35
Indiana,"Chinese Broccoli",38,18,49,5,8,38
Indiana,"Parsnips",36,39,5,39,17,2
Indiana,"Pears",22,36,25,8,21,23
Indiana,"Melons",32,35,33,41,32,22
Indiana,"Radicchio",43,21,28,31,46,13
Indiana,"Bermuda Grass",5,14,15,26,6,28
Indiana,"Lettuce",23,16,45,11,27,25
Indiana,"Field Forget-Me-Not",19,25,46,27,46,42
Indiana,"Pinto Beans",46,48,8,7,43,6
Indiana,"Lotus Roots",0,16,50,39,48,43
Indiana,"Eucalyptus",13,39,12,11,12,19
Indiana,"Blackberry",48,33,18,23,31,23
Indiana,"Velvet Beans",35,44,42,34,42,44
Indiana,"Tomatillo",28,32,45,32,9,35
Indiana,"Noni Fruit",24,1,29,18,6,13
Indiana,"Loquat",6,21,24,2,44,15
Indiana,"Serrano",13,20,4,21,48,15
Indiana,"Basil",5,47,40,27,43,13
Indiana,"Parsley",42,40,28,0,25,12
Indiana,"Duscle",13,14,5,39,39,18
Indiana,"Mint",12,41,29,37,39,3
Indiana,"Red Ink Plant",27,19,5,23,36,33
Indiana,"Buckeye",1,27,33,15,6,44
Indiana,"Grapefruits",43,42,42,41,24,20
Indiana,"Canola",28,28,49,26,31,50
Indiana,"Cashew Apple",50,49,33,24,14,4
Indiana,"Daisy",5,25,15,27,34,38
Indiana,"Bittersweet",44,29,23,29,46,3
Indiana,"Bow-wood",3,9,28,29,10,12
Indiana,"Ragweed",21,14,37,4,43,38
Indiana,"Acorn Squash",14,42,3,16,4,29
Indiana,"Celery",0,30,36,37,0,12
Indiana,"Foxglove",6,10,33,38,22,18
Indiana,"Bay Leaves",42,22,36,38,38,46
Indiana,"Bamboo Shoots",37,49,34,15,40,1
Indiana,"Teak",5,12,22,45,44,30
Indiana,"Raspberry",10,7,30,9,25,24
Indiana,"Amy Root",36,15,8,7,10,1
Indiana,"Bitter Melon",31,24,32,23,28,6
Indiana,"Willow",31,0,35,4,26,44
Indiana,"Salak",14,23,13,39,44,45
Indiana,"Bell Pepper (Green)",39,23,11,25,24,26
Indiana,"Peaches",3,49,42,3,1,44
Indiana,"Chickory",20,30,10,25,8,5
Indiana,"Lemongrass",13,7,44,49,49,23
Indiana,"Soursop",7,13,1,36,33,13
Indiana,"Cloves",34,11,14,7,10,0
Indiana,"Rhodiola",34,49,7,15,37,22
Indiana,"Chard",13,27,7,11,27,6
Indiana,"Napa Cabbage",44,26,44,3,15,38
Indiana,"Blue Java Banana",34,22,29,4,27,8
Indiana,"Hops",10,36,39,31,47,18
Indiana,"Boxelder",23,31,41,1,45,3
Indiana,"Sugar Beets",30,12,46,14,16,30
Indiana,"Sage",19,33,36,0,37,34
Indiana,"Ferns",33,11,28,3,37,34
Indiana,"Rye",35,49,26,18,13,26
Indiana,"Tea",37,10,11,22,37,1
Indiana,"Woad",35,31,50,44,17,45
Indiana,"Turmeric",40,13,12,18,45,17
Indiana,"Eggplants",48,49,45,26,29,32
Indiana,"Quinoa",6,25,43,15,33,16
Indiana,"Oranges",24,34,40,1,34,3
Indiana,"Bananas",42,4,27,47,41,28
Indiana,"Winged Beans",49,39,21,17,7,44
Indiana,"Mahogany",12,10,8,36,23,49
Indiana,"Banana Pepper",44,13,14,24,6,30
Indiana,"Tobacco",37,11,7,44,8,29
Indiana,"Clover",33,47,34,28,7,23
Indiana,"Jabuticaba",1,3,30,25,36,39
Indiana,"Safflower",46,9,27,4,20,28
Indiana,"Blackhaw",15,27,22,44,18,28
Indiana,"Pineapples",12,46,17,23,15,32
Indiana,"Desert Rose",31,39,40,42,27,40
Indiana,"Kenaf",21,7,4,8,20,42
Indiana,"Gherkin",36,36,19,36,38,5
Indiana,"Drumstick",48,16,31,23,32,25
Indiana,"Yarrow",0,44,28,14,34,13
Indiana,"Figs",6,43,46,2,46,32
Indiana,"Coffee",40,10,12,40,10,42
Indiana,"Rose",4,9,8,36,17,31
Indiana,"Hemp",34,18,2,48,18,19
Indiana,"Japanese Millet",19,49,32,43,46,13
Indiana,"Mung Beans",38,27,49,46,50,23
Indiana,"Tatsoi",19,13,40,3,45,1
Indiana,"Fluxroot",8,27,45,46,34,16
Indiana,"Habanero",22,27,48,31,47,22
Indiana,"Salsify",0,34,18,23,18,4
Indiana,"Dye-Leaves",30,49,50,7,39,30
Indiana,"Baobab",48,8,25,15,4,25
Indiana,"Lychees",23,18,42,34,21,6
Indiana,"Jalapeño",30,16,44,36,10,50
Indiana,"Leeks",25,46,0,8,20,6
Indiana,"Dandelion Greens",10,42,46,2,14,48
Indiana,"Asparagus",14,2,42,20,19,26
Indiana,"Borage",46,14,2,32,6,50
Indiana,"Cork Oak",49,42,13,35,1,6
Indiana,"Lotus",20,22,15,36,15,30
Indiana,"Redweed",2,28,8,47,12,15
Indiana,"Tarragon",40,41,14,36,8,17
Indiana,"Broccoli",14,28,47,28,17,3
Indiana,"Tobacco Plant",37,45,45,4,23,46
Indiana,"Starfruit",42,1,27,33,46,26
Indiana,"Oil Palm",35,19,42,4,33,15
Indiana,"Canabis",20,7,21,3,14,40
Indiana,"Fumewort",37,4,36,15,23,23
Indiana,"Kava",29,46,25,30,31,36
Indiana,"Azolla",34,47,2,10,6,25
Indiana,"Mizuna",2,39,26,40,38,39
Indiana,"Longan",32,31,20,6,42,12
Indiana,"Tomatoes",34,15,31,45,21,38
Indiana,"Pitaya",2,27,36,6,9,7
Indiana,"Giant Ragweed",17,15,15,4,28,49
Indiana,"Cinnamon",29,19,5,23,33,20
Indiana,"Chicory",10,1,45,36,49,33
Indiana,"Para Grass",23,31,0,28,23,18
Indiana,"Jicama",34,44,0,27,35,44
Indiana,"Bearberry",41,30,19,37,44,15
Indiana,"Dame's Rocket",5,37,28,31,13,49
Indiana,"Green Beans",30,27,3,23,0,11
Indiana,"Indian Fig",6,39,12,5,32,1
Indiana,"Corn",32,18,45,26,9,30
Indiana,"Beets",26,13,30,15,6,15
Indiana,"Blueberries",5,48,43,0,25,5
Indiana,"Breadfruit Tree",35,32,33,17,42,7
Indiana,"Dwarf Wild Rose",32,0,39,1,33,27
Indiana,"Yams",42,33,14,13,3,4
Indiana,"Watercress",5,27,28,6,26,34
Indiana,"Triticale",44,41,41,33,36,17
Indiana,"Yerba Mate",23,11,9,35,7,2
Indiana,"Zucchini",21,29,7,30,46,5
Indiana,"Jatropha",23,49,50,40,25,48
Indiana,"Pumpkins",45,22,13,11,37,49
Indiana,"Chamomile",29,34,1,26,23,46
Indiana,"Almond",23,9,43,17,5,24
Indiana,"Bean",28,49,2,49,36,10
Indiana,"Ghost Pepper",31,22,26,29,35,44
Indiana,"Yellow Squash",25,3,24,38,9,7
Indiana,"Teff",25,41,13,48,13,36
Indiana,"Bittercress",22,1,35,9,12,39
Indiana,"Bird's Nest",25,7,27,9,40,27
Indiana,"Snap Beans",45,25,24,27,3,50
Indiana,"Mustard Greens",28,25,21,25,17,37
Indiana,"Birdsfoot Deervetch",45,32,22,49,22,25
Indiana,"Bola Verde",39,47,25,49,21,26
Indiana,"Kiwifruit",12,6,49,10,28,13
Indiana,"Brown-eyed Susan",29,23,17,31,23,31
Indiana,"Arugula",36,13,41,11,41,2
Indiana,"Collard Greens",19,32,33,42,12,25
Indiana,"Turnips",31,50,22,18,8,18
Indiana,"Brussels Sprouts",41,30,30,33,29,3
Indiana,"Apples",46,45,26,31,39,39
Indiana,"Duck Retten",36,17,46,32,19,45
Indiana,"Asian Rice",47,39,0,14,28,5
Indiana,"Bell Pepper (Red)",1,2,26,9,20,25
Indiana,"Honey Clover",14,33,22,46,14,28
Indiana,"Rice",12,13,46,18,40,47
Indiana,"Breadfruit",34,41,20,34,31,9
Indiana,"Indigo",37,42,31,16,19,25
Indiana,"Tangerines",45,45,46,36,43,0
Indiana,"Chili Peppers",30,37,3,22,10,13
Indiana,"White Melilot",0,0,36,15,34,16
Indiana,"Eytelia",21,35,34,43,11,23
Indiana,"Devil's Bite",17,17,30,44,32,12
Indiana,"Chayote",26,27,37,47,2,1
Indiana,"Guayusa",11,8,39,31,15,4
Indiana,"Ribwort",13,15,37,6,28,8
Indiana,"Wormwood",14,7,28,49,39,24
Indiana,"Pepino Melon",6,44,37,13,31,32
Indiana,"Baobab Fruit",26,0,24,37,46,7
Indiana,"Oats",18,19,3,31,10,20
Indiana,"Jerusalem Artichoke",33,2,32,6,42,8
Indiana,"Aloe Vera",23,31,1,27,25,45
Indiana,"Aloe",9,35,11,3,7,18
Indiana,"Bell Peppers",39,47,0,2,29,24
Indiana,"Cassava",44,33,37,40,32,43
Indiana,"Rutabagas",15,3,43,30,6,15
Indiana,"Poblano Pepper",14,29,33,28,1,44
Indiana,"Cilantro",38,3,0,14,25,45
Indiana,"Great Ragweed",26,1,41,29,32,16
Indiana,"Sorghum",34,24,12,39,39,17
Indiana,"Juniper Berries",22,19,39,17,2,30
Indiana,"Cowpeas",6,9,50,26,50,17
Indiana,"Hibiscus",46,17,28,31,35,47
Indiana,"Lemons",33,20,36,46,18,48
Indiana,"Mesta Rapeseed",16,0,16,43,4,48
Indiana,"Fairymoss",22,6,10,37,37,19
Indiana,"Flaxseed",49,22,10,17,34,7
Indiana,"Birch",47,19,2,40,2,34
Indiana,"Brazil Nuts",25,24,7,5,35,34
Indiana,"Timothy Grass",44,36,15,45,15,41
Indiana,"Alder",31,35,26,19,46,38
Indiana,"Ginseng",9,45,23,37,46,29
Indiana,"Dhaincha",26,33,21,43,45,3
Indiana,"Stinging Nettle",5,8,43,23,41,17
Indiana,"Walnuts",47,42,18,23,40,39
Indiana,"Millet",29,12,38,24,9,38
Indiana,"Arrowwood",25,22,50,43,46,22
Indiana,"Millet Grass",46,18,30,15,9,30
Indiana,"Gooseberries",37,32,49,17,28,28
Indiana,"Ambrosia",31,29,10,20,48,6
Indiana,"Western Redbud",41,13,29,0,36,14
Indiana,"Baby Rose",29,2,30,42,27,16
Indiana,"Roadweed",28,19,31,22,34,17
Indiana,"Black Raspberry",39,21,12,16,34,22
Indiana,"Passionfruit",7,13,19,26,42,36
Indiana,"Peas",41,21,9,26,41,23
Indiana,"Cayenne Pepper",35,36,46,48,19,41
Indiana,"Ginger",8,0,32,21,44,33
Indiana,"Fenugreek",35,21,33,49,10,7
Indiana,"Dandelion",24,35,18,45,19,34
Indiana,"Coconuts",45,27,2,2,43,22
Indiana,"Radical Weed",32,6,23,47,43,9
Indiana,"Onions",45,20,26,45,10,7
Indiana,"Langsat",39,29,40,5,42,15
Indiana,"Garlic",22,36,8,24,2,40
Indiana,"Chickpeas",5,1,50,35,30,38
Indiana,"Soybeans",49,45,18,24,48,4
Indiana,"Sapote",7,29,38,9,48,16
Indiana,"Currants",47,19,41,22,22,10
Indiana,"Snake Gourd",3,15,35,33,13,12
Indiana,"Olive Tree",11,20,10,43,34,29
Indiana,"Sudan Grass",38,38,23,46,23,14
Indiana,"Blackberries",46,18,5,41,4,47
Indiana,"Brittlebush",30,31,32,47,21,11
Indiana,"Beech",42,9,45,2,15,21
Indiana,"Evergreen Huckleberry",15,49,30,4,31,32
Indiana,"Black Beans",18,25,38,8,9,20
Indiana,"Cherimoya",6,26,31,46,1,31
Indiana,"Sweet Rocket",24,18,9,40,41,4
Indiana,"Marigold",3,38,8,38,13,10
Indiana,"Artichokes",49,19,6,28,27,49
Indiana,"Mustard Seeds",12,42,48,20,45,9
Indiana,"Calendula",44,8,41,9,32,23
Indiana,"Lentils",22,47,33,11,11,40
Indiana,"Lavender",23,13,18,38,14,29
Indiana,"Dill",27,41,37,7,28,35
Indiana,"Ti",43,23,0,29,27,49
Indiana,"Burdock",16,50,34,36,16,0
Indiana,"Rocket",14,20,1,0,2,15
Indiana,"Horseradish",25,33,8,19,44,29
Indiana,"Spelt",9,23,10,41,43,47
Indiana,"Sugarcane",41,23,42,21,41,46
Indiana,"Camu Camu",49,16,0,11,46,43
Indiana,"Caraway",15,36,7,10,37,15
Indiana,"African Rice",46,38,30,8,29,30
Indiana,"Fig Tree",43,28,20,41,9,2
Indiana,"Tossa Jute",18,48,30,4,14,39
Indiana,"Oregano",11,3,40,18,18,11
Indiana,"Orchard Grass",10,19,48,16,23,47
Indiana,"Scotch Bonnet",30,10,1,39,13,27
Indiana,"Coconut Palm",40,37,29,21,34,37
Indiana,"Apricots",8,4,3,37,11,35
Indiana,"Prairie Rose",0,34,44,47,50,28
Indiana,"Feverbush",33,35,33,8,38,21
Indiana,"Elephant Apple",33,10,24,34,26,10
Indiana,"Felonwort",21,14,5,40,12,27
Indiana,"Mint Balm",32,0,31,21,36,33
Indiana,"Black Pepper",23,48,11,29,15,44
Indiana,"Kohlrabi",4,10,14,38,9,13
Indiana,"Plantains",33,31,10,35,36,48
Indiana,"Common Ragwort",48,20,46,48,47,15
Indiana,"St. John's Wort",0,4,27,49,24,24
Indiana,"Earth Gall",41,18,2,32,27,48
Indiana,"Cardamom",0,6,2,50,12,46
Indiana,"Pecans",40,28,29,22,10,8
Indiana,"Coriander",19,39,50,17,42,30
Indiana,"Black-weed",43,25,43,3,37,48
Indiana,"Butterfly Flower",27,12,8,46,23,34
Indiana,"Elderberry",4,17,28,13,44,7
Indiana,"Fennel Seeds",3,18,14,34,31,40
Indiana,"Purple Raspberry",16,10,2,22,45,39
Indiana,"Chigger Flower",44,41,17,31,11,30
Indiana,"Judas-Tree",26,0,33,17,7,29
Indiana,"Rose Apples",11,27,7,24,10,2
Indiana,"Licorice",0,5,16,39,42,41
